
                                Name                                           Version             Type   
  io.openliberty.restfulWS.internal.ssl                             1.0.88.cl240420240408-2000     maven  
  io.openliberty.restfulWS.mpMetrics.filter                         1.0.88.cl240420240408-2000     maven  
  io.openliberty.restfulWS30.jsonb20provider                        1.0.88.cl240420240408-2000     maven  
  io.openliberty.security                                           1.3.88.cl240420240408-2000     maven  
  io.openliberty.security.authentication.internal.builtin           1.0.88.cl240420240408-2000     maven  
  io.openliberty.security.authentication.internal.filter            1.0.88.cl240420240408-2000     maven  
  io.openliberty.security.authentication.internal.tai               1.0.88.cl240420240408-2000     maven  
  io.openliberty.security.jaas.internal.common                      1.0.88.cl240420240408-2000     maven  
  io.openliberty.security.sso.internal                              1.0.88.cl240420240408-2000     maven  
  io.openliberty.servlet                                            1.1.88.cl240420240408-2000     maven  
  io.openliberty.servlet.spi                                        2.13.88.cl240420240408-2000    maven  
  io.openliberty.session.6.0.internal                               1.0.88.cl240420240408-2000     maven  
  io.openliberty.transaction                                        1.1.88.cl240420240408-2000     maven  
  io.openliberty.transaction.internal.cdi20.jakarta                 1.0.88.cl240420240408-2000     maven  
  io.openliberty.webcontainer.security.internal                     1.0.88.cl240420240408-2000     maven  
  io.openliberty.webcontainer.servlet.6.0.internal                  1.0.88.cl240420240408-2000     maven  
  io.openliberty.webcontainer.servlet.6.0.internal.factories        1.0.88.cl240420240408-2000     maven  
  io.openliberty.wsoc                                               1.0.88.cl240420240408-2000     maven  
  io.openliberty.wsoc.2.1.internal                                  1.0.88.cl240420240408-2000     maven  
  io.openliberty.wsoc.ssl.internal                                  1.0.88.cl240420240408-2000     maven  
  iptables                                                          1.8.10-2.el9                   rpm    
  iptables-libs                                                     1.8.10-2.el9                   rpm    
  iptables-nft                                                      1.8.10-2.el9                   rpm    
  jakartaee-microprofile-example                                    1.0-SNAPSHOT                   maven  
  jansson                                                           2.14-1.el9                     rpm    
  jrt-fs                                                            21.0.2                         maven  
  json-c                                                            0.14-11.el9                    rpm    
  json-glib                                                         1.6.6-1.el9                    rpm    
  jsoup                                                             1.16.1                         maven  
  keyutils                                                          1.6.3-1.el9                    rpm    
  keyutils-libs                                                     1.6.3-1.el9                    rpm    
  kotlin-stdlib                                                     1.8.21                         maven  
  kotlin-stdlib-common                                              1.9.10                         maven  
  kotlin-stdlib-jdk7                                                1.8.21                         maven  
  kotlin-stdlib-jdk8                                                1.8.21                         maven  
  krb5                                                              1.21.1-1.el9                   rpm    
  krb5-libs                                                         1.21.1-1.el9                   rpm    
  langchain4j                                                       0.29.0                         maven  
  langchain4j-core                                                  0.29.0                         maven  
  langchain4j-hugging-face                                          0.29.0                         maven  
  langpacks                                                         3.0-16.el9                     rpm    
  langpacks-core-en                                                 3.0-16.el9                     rpm    
  langpacks-core-font-en                                            3.0-16.el9                     rpm    
  langpacks-en                                                      3.0-16.el9                     rpm    
  libacl                                                            2.3.1-4.el9                    rpm    
  libarchive                                                        3.5.3-4.el9                    rpm    
  libassuan                                                         2.5.5-3.el9                    rpm    
  libatomic                                                         11.4.1-3.el9                   rpm    
  libattr                                                           2.5.1-3.el9                    rpm    
  libblkid                                                          2.37.4-18.el9                  rpm    
  libbrotli                                                         1.0.9-6.el9                    rpm    
  libcap                                                            2.48-9.el9_2                   rpm    
  libcap-ng                                                         0.8.2-7.el9                    rpm    
  libcom_err                                                        1.46.5-5.el9                   rpm    
  libcurl-minimal                                                   7.76.1-29.el9_4                rpm    
  libdnf                                                            0.69.0-8.el9                   rpm    
  libevent                                                          2.1.12-6.el9                   rpm    
  libffi                                                            3.4.2-8.el9                    rpm    
  libgcc                                                            11.4.1-3.el9                   rpm    
  libgcrypt                                                         1.10.0-10.el9_2                rpm    
  libgpg-error                                                      1.42-5.el9                     rpm    
  libibverbs                                                        48.0-1.el9                     rpm    
  libidn2                                                           2.3.0-7.el9                    rpm    
  libksba                                                           1.5.1-6.el9_1                  rpm    
  libmnl                                                            1.0.4-15.el9                   rpm    
  libmodulemd                                                       2.13.0-2.el9                   rpm    
  libmount                                                          2.37.4-18.el9                  rpm    
  libnet                                                            1.2-6.el9                      rpm    
  libnetfilter_conntrack                                            1.0.9-1.el9                    rpm    
  libnfnetlink                                                      1.0.1-21.el9                   rpm    
  libnftnl                                                          1.2.6-2.el9                    rpm    
  libnghttp2                                                        1.43.0-5.el9_3.1               rpm    
  libnl3                                                            3.9.0-1.el9                    rpm    
  libpcap                                                           14:1.10.0-4.el9                rpm    
  libpeas                                                           1.30.0-4.el9                   rpm    
  libpng                                                            2:1.6.37-12.el9                rpm    
  librepo                                                           1.14.5-2.el9                   rpm    
  libreport                                                         2.15.2-6.el9                   rpm    
  libreport-filesystem                                              2.15.2-6.el9                   rpm    
  librhsm                                                           0.0.3-7.el9_3.1                rpm    
  libselinux                                                        3.6-1.el9                      rpm    
  libsemanage                                                       3.6-1.el9                      rpm    
  libsepol                                                          3.6-1.el9                      rpm    
  libsigsegv                                                        2.13-4.el9                     rpm    
  libsmartcols                                                      2.37.4-18.el9                  rpm    
  libsolv                                                           0.7.24-2.el9                   rpm    
  libstdc++                                                         11.4.1-3.el9                   rpm    
  libtasn1                                                          4.16.0-8.el9_1                 rpm    
  libunistring                                                      0.9.10-15.el9                  rpm    
  libusbx                                                           1.0.26-1.el9                   rpm    
  libuuid                                                           2.37.4-18.el9                  rpm    
  libverto                                                          0.3.2-3.el9                    rpm    
  libxcrypt                                                         4.4.18-3.el9                   rpm    
  libxml2                                                           2.9.13-6.el9_4                 rpm    
  libyaml                                                           0.2.5-7.el9                    rpm    
  libzstd                                                           1.5.1-2.el9                    rpm    
  lua                                                               5.4.4-4.el9                    rpm    
  lua-libs                                                          5.4.4-4.el9                    rpm    
  lz4                                                               1.9.3-5.el9                    rpm    
  lz4-libs                                                          1.9.3-5.el9                    rpm    
  microdnf                                                          3.9.1-3.el9                    rpm    
  mpfr                                                              4.1.0-7.el9                    rpm    
  ncurses                                                           6.2-10.20210508.el9            rpm    
  ncurses-base                                                      6.2-10.20210508.el9            rpm    
  ncurses-libs                                                      6.2-10.20210508.el9            rpm    
  nettle                                                            3.9.1-1.el9                    rpm    
  nftables                                                          1:1.0.9-1.el9                  rpm    
  nghttp2                                                           1.43.0-5.el9_3.1               rpm    
  npth                                                              1.6-8.el9                      rpm    
  okhttp                                                            4.12.0                         maven  
  okio                                                              3.6.0                          maven  
  okio-jvm                                                          3.6.0                          maven  
  openldap                                                          2.6.6-3.el9                    rpm    
  opennlp-tools                                                     1.9.4                          maven  
  openssl                                                           1:3.0.7-27.el9                 rpm    
  openssl-fips-provider                                             3.0.7-2.el9                    rpm    
  openssl-libs                                                      1:3.0.7-27.el9                 rpm    
  org.eclipse.osgi                                                  3.18.600.cl240420240408-2000   maven  
  p11-kit                                                           0.25.3-2.el9                   rpm    
  p11-kit-trust                                                     0.25.3-2.el9                   rpm    
  pcre                                                              8.44-3.el9.3                   rpm    
  pcre2                                                             10.40-5.el9                    rpm    
  pcre2-syntax                                                      10.40-5.el9                    rpm    
  popt                                                              1.18-8.el9                     rpm    
  protobuf-c                                                        1.3.3-13.el9                   rpm    
  rdma-core                                                         48.0-1.el9                     rpm    
  readline                                                          8.1-4.el9                      rpm    
  redhat-release                                                    9.4-0.4.el9                    rpm    
  reload4j                                                          1.2.19                         maven  
  retrofit                                                          2.9.0                          maven  
  rootfiles                                                         8.1-31.el9                     rpm    
  rpm                                                               4.16.1.3-29.el9                rpm    
  rpm-libs                                                          4.16.1.3-29.el9                rpm    
  sed                                                               4.8-9.el9                      rpm    
  setup                                                             2.13.7-10.el9                  rpm    
  sgml-common                                                       0.6.3-58.el9                   rpm    
  slf4j-api                                                         2.0.0                          maven  
  slf4j-reload4j                                                    2.0.0                          maven  
  sqlite                                                            3.34.1-7.el9_3                 rpm    
  sqlite-libs                                                       3.34.1-7.el9_3                 rpm    
  systemd                                                           252-32.el9_4                   rpm    
  systemd-libs                                                      252-32.el9_4                   rpm    
  tar                                                               2:1.34-6.el9_1                 rpm    
  tzdata                                                            2024a-1.el9                    rpm    
  util-linux                                                        2.37.4-18.el9                  rpm    
  ws-auditreader                                                    1.0.88.cl240420240408-2000     maven  
  ws-binarylogviewer                                                1.0.88.cl240420240408-2000     maven  
  ws-featureUtility                                                 1.0.88.cl240420240408-2000     maven  
  ws-featurelist                                                    1.0.88.cl240420240408-2000     maven  
  ws-javaagent                                                      1.0.88.cl240420240408-2000     maven  
  ws-launch                                                         1.0.88.cl240420240408-2000     maven  
  ws-productutil                                                    1.0.88.cl240420240408-2000     maven  
  ws-schemagen                                                      1.0.88.cl240420240408-2000     maven  
  ws-securityutil                                                   1.0.88.cl240420240408-2000     maven  
  ws-server                                                         1.0.88.cl240420240408-2000     maven  
  ws-serverSchemagen                                                1.0.88.cl240420240408-2000     maven  
  ws-webserverPluginutil                                            1.0.88.cl240420240408-2000     maven  
  xml-common                                                        0.6.3-58.el9                   rpm    
  xz                                                                5.2.5-8.el9_0                  rpm    
  xz-libs                                                           5.2.5-8.el9_0                  rpm    
  zlib                                                              1.2.11-40.el9                  rpm    
  zstd                                                              1.5.1-2.el9                    rpm    
